miRNA,mock_1,mock_2,hcmv_72h_1,hcmv_72h_2
hsa-miR-4266,0,0,0,0
hsa-miR-4267,0,0,0,0
hsa-miR-4268,0,0,0,0
hsa-miR-4269,0,0,0,0
hsa-miR-4270,0,0,0,0
hsa-miR-4271,0,0,0,0
hsa-miR-4272,0,0,0,0
hsa-miR-4273,0,0,0,0
hsa-miR-4274,0,0,0,0
hsa-miR-4275,0,0,0,0
hsa-miR-4276,0,0,0,0
hsa-miR-4277,0,0,0,0
hsa-miR-4278,0,0,0,0
hsa-miR-4279,0,0,0,0
hsa-miR-4280,0,0,0,0
hsa-miR-4281,0,0,0,0
hsa-miR-4282,0,0,0,0
hsa-miR-4283,0,0,0,0
hsa-miR-4284,0,0,0.286093014,0.076410038
hsa-miR-4285,0,0,0,0
hsa-miR-4286,0.177831359,0.188463027,0.068797305,0.05915133
hsa-miR-4287,0,0,0,0
hsa-miR-4288,0,0,0,0
hsa-miR-4289,0,0,0,0
hsa-miR-429,0.169952562,0.236112996,0.768608098,0.687690345
hsa-miR-4290,0,0,0,0
hsa-miR-4291,0,0,0,0
hsa-miR-4292,0,0,0,0
hsa-miR-4293,0,0,0,0
hsa-miR-4294,0,0,0,0
hsa-miR-4295,0,0,0,0
hsa-miR-4296,0,0,0,0
hsa-miR-4297,0,0,0,0
hsa-miR-4298,0,0,0,0
hsa-miR-4299,0,0,0,0
hsa-miR-4300,0,0,0,0
hsa-miR-4301,0,0,0,0
hsa-miR-4302,0,0,0,0
hsa-miR-4303,0,0,0,0
hsa-miR-4304,0,0,0,0
hsa-miR-4305,0,0,0,0
hsa-miR-4306,0,0.000868062,0.064050675,0
hsa-miR-4307,0,0,0,0
hsa-miR-4308,0,0,0,0
hsa-miR-4309,0,0,0,0
hsa-miR-431-3p,21.33376745,22.40122054,92.48917452,87.18385371
hsa-miR-431-5p,19.23058202,22.84547839,18.25444234,19.02609954
hsa-miR-4310,0,0,0,0
hsa-miR-4311,0,0,0,0
hsa-miR-4312,0,0,0,0
hsa-miR-4313,0,0,0,0
hsa-miR-4314,0,0,0,0
hsa-miR-4315,0,0,0,0.229230115
hsa-miR-4316,0,0,0,0
hsa-miR-4317,0,0,0,0
hsa-miR-4318,0.011127846,0,0,0.015282008
hsa-miR-4319,0,0,0,0
hsa-miR-432-3p,4.886136162,5.430598919,5.892662088,8.252284138
hsa-miR-432-5p,57.35357943,57.02777448,56.52886431,54.75161295
hsa-miR-4320,0,0,0,0
hsa-miR-4321,0,0,0,0
hsa-miR-4322,0,0,0,0
hsa-miR-4323,0,0,0,0
hsa-miR-4324,0.173050259,0.118455338,0.113497013,0.05823684
hsa-miR-4325,0,0,0,0
hsa-miR-4326,17.94820451,22.93247478,24.40330713,25.3299277
hsa-miR-4327,0,0,0,0
hsa-miR-4328,0,0.000868062,0.007535374,0
hsa-miR-4329,0,0,0,0
hsa-miR-433-3p,53.64768437,53.53711451,92.23297182,84.81514253
hsa-miR-433-5p,2.634264713,2.213559342,6.020763438,4.584602299
hsa-miR-4330,0,0,0,0
hsa-miR-4417,0,0,0,0
hsa-miR-4418,0,0,0,0
hsa-miR-4419a,0,0,0,0
hsa-miR-4419b,0,0,0,0
hsa-miR-4420,0,0,0,0
hsa-miR-4421,0.559022535,0.370894165,0.869259159,0.829048916
hsa-miR-4422,0.056650854,0.118056498,0,0
hsa-miR-4423-3p,7.109682183,6.906305147,4.483547241,7.449978736
hsa-miR-4423-5p,0.084976281,0.339412432,0,0
hsa-miR-4424,0.028325427,0.059028249,0.12810135,0.01637358
hsa-miR-4425,0.028325427,0,0,0
hsa-miR-4426,0.011330171,0.01180565,0.384304049,0.550152276
hsa-miR-4427,0,0,0,0
hsa-miR-4428,0,0,0,0
hsa-miR-4429,0.028325427,0.06148776,0.256202699,0.229230115
hsa-miR-4430,0,0,0,0
hsa-miR-4431,0,0,0,0
hsa-miR-4432,0,0,0,0
hsa-miR-4433-3p,0,0,0,0
hsa-miR-4433-5p,0,0,0,0
hsa-miR-4433b-3p,0,0,0,0
hsa-miR-4433b-5p,0,0,0,0
hsa-miR-4434,0,0,0,0
hsa-miR-4435,1.243171519,1.610159462,1.024810798,0.45846023
hsa-miR-4436a,0,0,0,0
hsa-miR-4436b-3p,0.018883618,0,0,0
hsa-miR-4436b-5p,0,0,0,0
hsa-miR-4437,0,0,0,0
hsa-miR-4438,0,0,0,0
hsa-miR-4439,0.028325427,0.029514125,0,0
hsa-miR-4440,0.007081357,0,0.064050675,0.057307529
hsa-miR-4441,0,0,0,0
hsa-miR-4442,0.084976281,0,0.256202699,0
hsa-miR-4443,0.119838345,0.13309735,0.653316884,0.355306678
hsa-miR-4444,0,0.059028249,0.512405399,1.528200766
hsa-miR-4445-3p,0,0,0,0
hsa-miR-4445-5p,0.056650854,0,0,0
hsa-miR-4446-3p,0,0,0,0
hsa-miR-4446-5p,0,0,0,0
hsa-miR-4447,0,0,0,0
hsa-miR-4448,0.002360452,0,0.135218091,0.01910251
hsa-miR-4449,0.169952562,0.236112996,3.843040492,3.896911954
hsa-miR-4450,0,0,0,0
hsa-miR-4451,0.00404649,0.000351359,0.04270045,0
hsa-miR-4452,0,0,0,0
hsa-miR-4453,0,0,0,0
hsa-miR-4454,2.13555452,2.400944004,10.79792942,15.64445921
hsa-miR-4455,0,0,0,0
hsa-miR-4456,0,0,0,0
hsa-miR-4457,0,0,0,0
hsa-miR-4458,0.033585863,0.042221595,0.341603599,0
hsa-miR-4459,0,0,0,0
hsa-miR-4460,0,0,0,0
hsa-miR-4461,0.028325427,0.039352166,0.634406684,0.343845172
hsa-miR-4462,0,0,0,0
hsa-miR-4463,0,0,0,0
hsa-miR-4464,0,0,0,0
hsa-miR-4465,0.198277989,0.059028249,0,0
hsa-miR-4466,0.582559616,0.914937861,0.896709448,0.687690345
hsa-miR-4467,0.028325427,0,0,0
hsa-miR-4468,0,0,0,0
hsa-miR-4469,0,0.059028249,0,0
hsa-miR-4470,0.894611404,1.283864418,1.366414397,1.37538069
hsa-miR-4471,0,0,0,0
hsa-miR-4472,0,0,0,0
hsa-miR-4473,2.011105319,2.516079119,0.256202699,0
hsa-miR-4474-3p,0.434323214,0.565687387,0.768608098,0.45846023
hsa-miR-4474-5p,0,0,0,0
hsa-miR-4475,0.056650854,0,0,0
hsa-miR-4476,0,0,0,0
hsa-miR-4477a,0,0,0,0
hsa-miR-4477b,0.260739187,0.029514125,0,0
hsa-miR-4478,0,0,0,0
hsa-miR-4479,0.084976281,0.118056498,0.512405399,1.604610805
hsa-miR-448,0,0,0,0
hsa-miR-4480,0,0,0,0
hsa-miR-4481,0,0,0,0
hsa-miR-4482-3p,0.056650854,0,0,0
hsa-miR-4482-5p,0.028325427,0,0,0
hsa-miR-4483,0,0,0,0
hsa-miR-4484,0.033046332,0.018973366,0.112241183,0.109157198
hsa-miR-4485,6.849560345,6.614115314,17.64382591,17.30687368
hsa-miR-4486,0,0,0,0
hsa-miR-4487,0,0,0,0
hsa-miR-4488,0,0,0,0.229230115
hsa-miR-4489,0.028325427,0,0,0
hsa-miR-4490,0,0,0,0
hsa-miR-4491,0,0,0,0
hsa-miR-4492,0,0,0,0
hsa-miR-4493,0,0,0,0
hsa-miR-4494,0,0,0,0
hsa-miR-4495,0,0,0,0
hsa-miR-4496,0,0,0,0
hsa-miR-4497,0,0,0,0
hsa-miR-4498,0.028325427,0.118056498,0,0.229230115
hsa-miR-4499,0,0,0,0
hsa-miR-449a,0,0.095920905,7.173675586,6.533058276
hsa-miR-449b-3p,0,0,0,0
hsa-miR-449b-5p,0,0.007378531,0.512405399,0.114615057
hsa-miR-449c-3p,0,0,0,0.45846023
hsa-miR-449c-5p,0.056650854,0.059028249,0.512405399,0.687690345
hsa-miR-4500,0,0,0,0
hsa-miR-4501,0,0,0,0.229230115
hsa-miR-4502,0,0,0,0
hsa-miR-4503,0,0,0,0
hsa-miR-4504,0.113301708,0,0.512405399,0.229230115
hsa-miR-4505,0,0,0,0
hsa-miR-4506,0,0,0,0
hsa-miR-4507,0,0,0,0
hsa-miR-4508,0,0,0,0
hsa-miR-4509,0,0,0,0
hsa-miR-450a-1-3p,9.275318443,9.631442648,4.611648591,3.209221609
hsa-miR-450a-2-3p,0,0,0,0
hsa-miR-450a-5p,4477.142781,4516.207721,4303.617749,4347.596866
hsa-miR-450b-3p,0.835600097,1.051030769,1.281013497,0.91692046
hsa-miR-450b-5p,1036.764709,1029.223895,549.2785672,560.388213
hsa-miR-4510,0.038267938,0.005902825,0,0
hsa-miR-4511,0.141627135,0.177084747,0,0
hsa-miR-4512,0,0,0,0
hsa-miR-4513,0,0,0,0
hsa-miR-4514,0,0,0,0
hsa-miR-4515,0,0,0.256202699,0
hsa-miR-4516,0,0,0,0
hsa-miR-4517,0,0.029514125,0,0
hsa-miR-4518,0,0,0,0
hsa-miR-4519,0,0,0,0
hsa-miR-451a,0.056650854,0.118056498,0.512405399,0
hsa-miR-451b,0,0,0,0
hsa-miR-452-3p,11.132837,13.10131989,21.94233786,20.94841524
hsa-miR-452-5p,67.960118,68.08768984,113.2408815,111.3424337
hsa-miR-4520a-3p,0,0.029514125,0,0
hsa-miR-4520a-5p,0,0,0,0
hsa-miR-4520b-3p,0,0.029514125,0,0
hsa-miR-4520b-5p,0,0,0,0
hsa-miR-4521,2.033111997,2.343724199,48.49996872,58.85451257
hsa-miR-4522,0.028325427,0,0,0.229230115
hsa-miR-4523,0.056650854,0,0,0.45846023
hsa-miR-4524a-3p,0,0,0,0
hsa-miR-4524a-5p,0.198277989,0.206598872,1.024810798,0.687690345
hsa-miR-4524b-3p,0,0,0,0
hsa-miR-4524b-5p,0,0,0,0
hsa-miR-4525,0.028325427,0.029514125,0,0
hsa-miR-4526,0,0,0,0
hsa-miR-4527,0,0,0,0
hsa-miR-4528,0,0,0,0
hsa-miR-4529-3p,0,0,0,0
hsa-miR-4529-5p,0,0,0,0
hsa-miR-4530,0,0,0,0
hsa-miR-4531,0.004720905,0,0,0.009966527
hsa-miR-4532,0,0,0,0.012735006
hsa-miR-4533,0,0,0,0
hsa-miR-4534,0,0,0,0
hsa-miR-4535,0,0,0,0
hsa-miR-4536-3p,0,0,0,0
hsa-miR-4536-5p,0.28325427,0.265627121,0,0
hsa-miR-4537,0,0,0,0
hsa-miR-4538,0,0,0,0
hsa-miR-4539,0,0,0,0
hsa-miR-454-3p,2.931681697,3.217039577,2.086221982,2.750761379
hsa-miR-454-5p,11.41514709,11.02317416,18.83089841,14.32688218
hsa-miR-4540,0,0,0,0
hsa-miR-455-3p,625.481114,693.1252263,235.8140665,247.6625673
hsa-miR-455-5p,73.03602047,73.46785888,65.17982629,62.64476991
hsa-miR-4632-3p,0,0,0,0
hsa-miR-4632-5p,0,0,0,0
hsa-miR-4633-3p,0,0,0,0
hsa-miR-4633-5p,0,0,0,0
hsa-miR-4634,0,0,0,0
hsa-miR-4635,0,0,0,0
hsa-miR-4636,12.3640489,11.90894926,5.12405399,3.438451724
hsa-miR-4637,0,0,0,0
hsa-miR-4638-3p,0.311579697,0.265627121,1.024810798,0.229230115
hsa-miR-4638-5p,0.198277989,0.354169495,0,0
hsa-miR-4639-3p,0,0,0,0
hsa-miR-4639-5p,0,0,0.256202699,0
hsa-miR-4640-3p,0.296000712,0.383683619,0,0
hsa-miR-4640-5p,0,0,0,0.114615057
hsa-miR-4641,0,0,0,0
hsa-miR-4642,0.084976281,0.029514125,0,0
hsa-miR-4643,0,0,0,0
hsa-miR-4644,0.02124407,0,0,0
hsa-miR-4645-3p,0.711676354,1.106779671,0.256202699,0.91692046
hsa-miR-4645-5p,0,0.059028249,0,0
hsa-miR-4646-3p,0,0,0,0.229230115
hsa-miR-4646-5p,0,0,0,0
hsa-miR-4647,0.056650854,0.177084747,0.256202699,0.229230115
hsa-miR-4648,0,0,0,0
hsa-miR-4649-3p,0.404791334,0.605531456,0.1708018,0.611280307
hsa-miR-4649-5p,0.141627135,0.088542374,0,0
hsa-miR-4650-3p,0,0,0,0
hsa-miR-4650-5p,0,0,0,0
hsa-miR-4651,0,0,0,0
hsa-miR-4652-3p,0,0,0,0
hsa-miR-4652-5p,0,0,0,0
hsa-miR-4653-3p,0.056650854,0,0,0
hsa-miR-4653-5p,0.056650854,0,0,0
hsa-miR-4654,0,0.029514125,0,0
hsa-miR-4655-3p,0,0,0,0
hsa-miR-4655-5p,0.028325427,0,0,0
hsa-miR-4656,0.056650854,0,0,0
hsa-miR-4657,0.056650854,0,1.024810798,0.802305402
hsa-miR-4658,0,0.029514125,0,0.229230115
hsa-miR-4659a-3p,1.005552659,0.885423737,3.11103278,2.063071034
hsa-miR-4659a-5p,0.028325427,0.088542374,0,0
hsa-miR-4659b-3p,0,0,0.036600386,0
hsa-miR-4659b-5p,0,0,0,0
hsa-miR-466,0.028325427,0,0,0
hsa-miR-4660,0.028325427,0.118056498,0,0
hsa-miR-4661-3p,0.084976281,0.147570623,0,0
hsa-miR-4661-5p,0.594833968,0.619796616,1.281013497,0.687690345
hsa-miR-4662a-3p,0.028325427,0.029514125,0.256202699,0
hsa-miR-4662a-5p,0.311579697,0.177084747,1.281013497,0.91692046
hsa-miR-4662b,0,0.001553375,0,0
hsa-miR-4663,0,0,0,0
hsa-miR-4664-3p,0.141627135,0.088542374,1.537216197,0.687690345
hsa-miR-4664-5p,0.028325427,0,0,0
hsa-miR-4665-3p,0,0,0,0
hsa-miR-4665-5p,0.538183113,0.826395488,0.768608098,0.45846023
hsa-miR-4666a-3p,0,0,0,0.229230115
hsa-miR-4666a-5p,0.028325427,0.044271187,0,0.229230115
hsa-miR-4666b,0,0,0,0
hsa-miR-4667-3p,0,0.088542374,0,0
hsa-miR-4667-5p,0.254928843,0.413197744,0,0
hsa-miR-4668-3p,0,0,0,0
hsa-miR-4668-5p,0.084976281,0.118056498,0,0
hsa-miR-4669,0.084976281,0.147570623,0.768608098,0
hsa-miR-4670-3p,0,0.014757062,0,0
hsa-miR-4670-5p,0.042488141,0.088542374,0,0
hsa-miR-4671-3p,0.028325427,0.029514125,0,0.229230115
hsa-miR-4671-5p,0,0,0,0.45846023
hsa-miR-4672,0,0.029514125,0,0
hsa-miR-4673,0,0,0,0
hsa-miR-4674,0,0,0,0
hsa-miR-4675,0,0,0,0
hsa-miR-4676-3p,0.368230551,0.206598872,0.512405399,0.45846023
hsa-miR-4676-5p,0.084976281,0.103299436,0,0
hsa-miR-4677-3p,11.7669571,12.86815831,14.09114847,16.32118418
hsa-miR-4677-5p,0.169952562,0.118056498,0.896709448,0.229230115
hsa-miR-4678,0,0,0,0
hsa-miR-4679,0.141627135,0.088542374,0,0.229230115
hsa-miR-4680-3p,0,0,0,0
hsa-miR-4680-5p,0,0,0,0
hsa-miR-4681,0,0,0,0
hsa-miR-4682,0.028325427,0.177084747,1.024810798,0.687690345
hsa-miR-4683,0,0,0.256202699,1.146150575
hsa-miR-4684-3p,0,0.029514125,0,0
hsa-miR-4684-5p,0,0,0,0
hsa-miR-4685-3p,0.306858793,0.271529946,0.640506749,0.802305402
hsa-miR-4685-5p,0,0,0,0.45846023
hsa-miR-4686,0,0,0,0.045846023
hsa-miR-4687-3p,0.084976281,0.059028249,0.512405399,0.45846023
hsa-miR-4687-5p,0.028325427,0.088542374,0,0
hsa-miR-4688,0.141627135,0.059028249,0,0.649485326
hsa-miR-4689,0,0,0,0
hsa-miR-4690-3p,0.406267553,0.383683619,0.768608098,0.45846023
hsa-miR-4690-5p,0.113301708,0,0,0
hsa-miR-4691-3p,0,0.029514125,0.256202699,0
hsa-miR-4691-5p,0,0,0,0
hsa-miR-4692,0,0,0,0
hsa-miR-4693-3p,0,0,0,0
hsa-miR-4693-5p,0,0,0,0
hsa-miR-4694-3p,0.014162714,0,0,0
hsa-miR-4694-5p,0,0,0,0
hsa-miR-4695-3p,0,0,0,0
hsa-miR-4695-5p,0,0,0,0
hsa-miR-4696,0,0,0,0
hsa-miR-4697-3p,0,0,0,0
hsa-miR-4697-5p,0,0,0,0
hsa-miR-4698,0.056650854,0,0,0
hsa-miR-4699-3p,0.056650854,0.059028249,0,0
hsa-miR-4699-5p,0.084976281,0.118056498,0,0
hsa-miR-4700-3p,0.00134883,0,0,0.229230115
hsa-miR-4700-5p,0,0,0,0
hsa-miR-4701-3p,0,0,0,0
hsa-miR-4701-5p,0,0,0,0.229230115
hsa-miR-4703-3p,0,0,0,0
hsa-miR-4703-5p,0,0,0,0
hsa-miR-4704-3p,0,0,0,0
hsa-miR-4704-5p,0,0,0,0
hsa-miR-4705,0,0.088542374,0,0.229230115
hsa-miR-4706,0,0,0,0
hsa-miR-4707-3p,0,0,0,0
hsa-miR-4707-5p,0,0,0,0
hsa-miR-4708-3p,0.137805451,0.177084747,0,0.45846023
hsa-miR-4708-5p,0,0,0,0
hsa-miR-4709-3p,0.198277989,0.236112996,0.512405399,0.229230115
hsa-miR-4709-5p,0.113301708,0.177084747,4.099243192,3.209221609
hsa-miR-4710,0,0.029514125,0,0
hsa-miR-4711-3p,0.084976281,0.088542374,0,0
hsa-miR-4711-5p,0.056650854,0.088542374,0,0
hsa-miR-4712-3p,0,0.059028249,0,0
hsa-miR-4712-5p,0,0,0,0
hsa-miR-4713-3p,0,0,0,0
hsa-miR-4713-5p,0,0,0,0
hsa-miR-4714-3p,0,0,0,0
hsa-miR-4714-5p,0.056650854,0.029514125,0,0
hsa-miR-4715-3p,0,0,0,0
hsa-miR-4715-5p,0.006798102,0.073785311,0,0
hsa-miR-4716-3p,0,0.009838042,0,0
hsa-miR-4716-5p,0,0.044271187,0,0
hsa-miR-4717-3p,0.631184932,0.758513001,2.006921146,1.268406636
hsa-miR-4717-5p,0,0,0,0
hsa-miR-4718,0,0,0,0
hsa-miR-4719,0,0,0,0
hsa-miR-4720-3p,0,0,0.256202699,0
hsa-miR-4720-5p,0,0,0,0.45846023
hsa-miR-4721,0,0,0.384304049,0.229230115
hsa-miR-4722-3p,0,0,0,0
hsa-miR-4722-5p,0,0,0,0.229230115
hsa-miR-4723-3p,0,0.044271187,0,0.45846023
hsa-miR-4723-5p,0.169952562,0.177084747,0,0
hsa-miR-4724-3p,0,0,0,0
hsa-miR-4724-5p,0,0,0,0
hsa-miR-4725-3p,0.184115276,0.354169495,0.256202699,0.229230115
hsa-miR-4725-5p,0.113301708,0.206598872,0,0
hsa-miR-4726-3p,0,0,0.256202699,0.91692046
hsa-miR-4726-5p,0.306858793,0.541092284,1.409114847,1.031535517
hsa-miR-4727-3p,0.113301708,0.088542374,0,0
hsa-miR-4727-5p,0,0,0,0
hsa-miR-4728-3p,0.141627135,0.177084747,0.768608098,0
hsa-miR-4728-5p,0.028325427,0,0,0
hsa-miR-4729,0,0,0,0
hsa-miR-4730,0,0.059028249,0,0
hsa-miR-4731-3p,0.858575166,0.098604007,0,0
hsa-miR-4731-5p,1.332239251,1.323216584,0,0
hsa-miR-4732-3p,0,0,0,0
hsa-miR-4732-5p,0,0,0,0
hsa-miR-4733-3p,0,0,0,0
hsa-miR-4733-5p,0,0.029514125,0.256202699,0
hsa-miR-4734,0,0,0,0
hsa-miR-4735-3p,0,0,0,0
hsa-miR-4735-5p,0.028325427,0.029514125,0.256202699,0.229230115
hsa-miR-4736,0,0,0,0
hsa-miR-4737,0,0,0,0
hsa-miR-4738-3p,0.035406784,0.413197744,0,0
hsa-miR-4738-5p,0,0,0,0
hsa-miR-4739,0,0,0,0
hsa-miR-4740-3p,0,0,0,0
hsa-miR-4740-5p,0,0.029514125,0,0
hsa-miR-4741,0.056650854,0.236112996,1.537216197,1.948455977
hsa-miR-4742-3p,0.339905124,0.295141246,0.896709448,1.146150575
hsa-miR-4742-5p,2.549288432,2.58948184,1.537216197,1.847325044
hsa-miR-4743-3p,0.056650854,0.007378531,0,0
hsa-miR-4743-5p,0.311579697,0.088542374,0.256202699,1.37538069
hsa-miR-4744,0,0,0,0
hsa-miR-4745-3p,0.113301708,0.014757062,1.281013497,0.91692046
hsa-miR-4745-5p,0,0.029514125,1.024810798,0.91692046
hsa-miR-4746-3p,0,0,0,0
hsa-miR-4746-5p,5.863363394,5.041996279,13.57874307,18.38703376
hsa-miR-4747-3p,0.835600097,0.90755933,1.921520246,3.553066782
hsa-miR-4747-5p,0.254928843,0.206598872,0.256202699,0.076410038
hsa-miR-4748,0.297416984,0.147570623,0,0
hsa-miR-4749-3p,0,0.029514125,0.12810135,0
hsa-miR-4749-5p,0.155789849,0.118056498,0.512405399,0.45846023
hsa-miR-4750-3p,0.056650854,0,0,0.229230115
hsa-miR-4750-5p,0.028325427,0.147570623,0,0
hsa-miR-4751,0,0,0.307443239,0
hsa-miR-4752,0,0,0,0
hsa-miR-4753-3p,0.014162714,0.059028249,0.256202699,0
hsa-miR-4753-5p,0.169952562,0.177084747,0.256202699,0
hsa-miR-4754,0,0,0,0
hsa-miR-4755-3p,0.254928843,0.162327685,0,0
hsa-miR-4755-5p,0.40883033,0.373845578,0.512405399,0.573075287
hsa-miR-4756-3p,0,0,0,0
hsa-miR-4756-5p,0,0,0,0
hsa-miR-4757-3p,0.254928843,0.206598872,0,0
hsa-miR-4757-5p,0.084976281,0.19184181,0,0
hsa-miR-4758-3p,0,0,0.256202699,0
hsa-miR-4758-5p,0,0,0.0854009,0.45846023
hsa-miR-4759,0,0,0,0
hsa-miR-4760-3p,0,0,0,0
hsa-miR-4760-5p,0,0,0,0
hsa-miR-4761-3p,0.254928843,0.619796616,0.768608098,2.063071034
hsa-miR-4761-5p,0.169952562,0.059028249,0.768608098,0.229230115
hsa-miR-4762-3p,0,0.147570623,0.256202699,0.229230115
hsa-miR-4762-5p,0.118966794,0.044271187,0.768608098,0
hsa-miR-4763-3p,0.028325427,0,0,0
hsa-miR-4763-5p,0.028325427,0.014757062,0.256202699,0
hsa-miR-4764-3p,0,0,0,0
hsa-miR-4764-5p,0.028325427,0.059028249,0,0
hsa-miR-4765,0.056650854,0,0,0.229230115
hsa-miR-4766-3p,0,0.029514125,0,0.229230115
hsa-miR-4766-5p,0,0,0,0.229230115
hsa-miR-4767,0.169952562,0.309898308,0.896709448,0.114615057
hsa-miR-4768-3p,0,0,0,0
hsa-miR-4768-5p,0.042488141,0.014757062,0,0
hsa-miR-4769-3p,0,0,0,0
hsa-miR-4769-5p,0,0,0,0
hsa-miR-4770,0.278533366,0.566741463,0.973792079,2.039838647
hsa-miR-4771,0,0,0,0.229230115
hsa-miR-4772-3p,0,0,0,0
hsa-miR-4772-5p,0,0,0.256202699,0
hsa-miR-4773,0.056650854,0.029514125,0.256202699,0
hsa-miR-4774-3p,0,0,0,0
hsa-miR-4774-5p,0,0.029514125,0,0.045846023
hsa-miR-4775,2.790054562,3.098983079,0.768608098,1.146150575
hsa-miR-4776-3p,0,0.088542374,0,0
hsa-miR-4776-5p,0.18883618,0.029514125,0,0
hsa-miR-4777-3p,0,0,0,0
hsa-miR-4777-5p,0,0,0,0
hsa-miR-4778-3p,0,0,0,0
hsa-miR-4778-5p,0,0,0,0
hsa-miR-4779,0.084976281,0,0,0
hsa-miR-4780,0,0,0,0
hsa-miR-4781-3p,0.835600097,1.210079107,1.024810798,0.687690345
hsa-miR-4781-5p,0.084976281,0,0,0
hsa-miR-4782-3p,0,0,0,0
hsa-miR-4782-5p,0.028325427,0,0,0.114615057
hsa-miR-4783-3p,0.226603416,0.088542374,0.256202699,0.687690345
hsa-miR-4783-5p,0,0,0,0
hsa-miR-4784,0,0.059028249,0,0
hsa-miR-4785,0.028325427,0.147570623,0.12810135,0
hsa-miR-4786-3p,0.028325427,0.088542374,0.256202699,0.229230115
hsa-miR-4786-5p,0.368230551,0.059028249,0.256202699,0
hsa-miR-4787-3p,0.028325427,0,0,0
hsa-miR-4787-5p,0,0,0,0
hsa-miR-4788,0.028325427,0.044271187,0,0.229230115
hsa-miR-4789-3p,0,0,0,0
hsa-miR-4789-5p,0,0,0,0
hsa-miR-4790-3p,0,0,0,0
hsa-miR-4790-5p,0,0,0,0
hsa-miR-4791,0.147292221,0.10272555,0.032025337,0.114615057
hsa-miR-4792,0,0,0,0
hsa-miR-4793-3p,0,0.039352166,0,0
hsa-miR-4793-5p,0,0,0,0
hsa-miR-4794,0.056650854,0.059028249,0,0
hsa-miR-4795-3p,0,0.009838042,0.12810135,0.114615057
hsa-miR-4795-5p,0.127464422,0,0.256202699,0.229230115
hsa-miR-4796-3p,0.084976281,0.206598872,0,0.45846023
hsa-miR-4796-5p,0.056650854,0.029514125,0,0
hsa-miR-4797-3p,0.519299495,0.334493412,0.640506749,0.343845172
hsa-miR-4797-5p,0.410718692,0.398440682,0.640506749,0.229230115
hsa-miR-4798-3p,0,0,0,0
hsa-miR-4798-5p,0,0,0,0
hsa-miR-4799-3p,0,0,0,0
hsa-miR-4799-5p,0,0,0,0
hsa-miR-4800-3p,0,0,0,0
hsa-miR-4800-5p,0,0,0,0.229230115
hsa-miR-4801,0,0,0,0
hsa-miR-4802-3p,0.028325427,0.029514125,0,0.229230115
hsa-miR-4802-5p,0.028325427,0,0.512405399,0.229230115
hsa-miR-4803,0,0,0,0
hsa-miR-4804-3p,0.099138995,0.118056498,0.256202699,0
hsa-miR-4804-5p,0.448485928,0.503215824,0,0.229230115
hsa-miR-483-3p,1.678753642,3.139565,2.493706275,1.948455977
hsa-miR-483-5p,5.723906186,5.122376479,0.512405399,0.573075287
hsa-miR-484,1378.058687,1395.170568,1225.448825,1195.190242
hsa-miR-485-3p,102.3902815,118.1504515,301.2815645,303.0708657
hsa-miR-485-5p,46.69446645,49.92049299,40.22382382,38.73988942
hsa-miR-486-3p,16.24862831,17.06190459,6.200105328,8.443309234
hsa-miR-486-5p,209.0945256,211.3012489,160.3316493,168.8031464
hsa-miR-487a-3p,12.8927902,14.27106303,23.05824295,24.29839218
hsa-miR-487a-5p,3.299912248,3.502342781,5.00449273,9.398434712
hsa-miR-487b-3p,114.6252924,120.3417996,98.68927985,101.3311723
hsa-miR-487b-5p,3.359395645,4.084070454,9.23443643,9.423904725
hsa-miR-488-3p,0.084976281,0.059028249,0,0
hsa-miR-488-5p,0.141627135,0.059028249,0.256202699,0
hsa-miR-489-3p,0,0,0.512405399,0
hsa-miR-489-5p,0,0,0,0
hsa-miR-490-3p,766.3758709,769.2546135,327.371665,331.6854516
hsa-miR-490-5p,19.75726049,18.29575897,12.17816832,12.68406636
hsa-miR-491-3p,0.311579697,0.355645201,0.768608098,0.229230115
hsa-miR-491-5p,9.068857552,8.276252429,9.735702581,10.54458529
hsa-miR-492,0,0.044271187,0,0
hsa-miR-493-3p,887.3373428,918.5054788,1463.720961,1495.394448
hsa-miR-493-5p,784.3311934,767.4575284,729.0851414,696.0441092
hsa-miR-494-3p,1388.656391,1438.383622,780.9031126,783.3809869
hsa-miR-494-5p,1.685362908,1.401920917,4.099243192,5.616137816
hsa-miR-495-3p,143.4279965,151.4361123,117.7678409,123.0039246
hsa-miR-495-5p,0.028325427,0,0,0
hsa-miR-496,18.04447724,17.39142149,39.0922619,33.56310933
hsa-miR-497-3p,0,0.029514125,0,0
hsa-miR-497-5p,5.52345827,5.525044118,5.12405399,7.335363678
hsa-miR-498,0,0,0,0
hsa-miR-4999-3p,0.056650854,0.32465537,0,0
hsa-miR-4999-5p,0.169952562,0.059028249,1.281013497,0
hsa-miR-499a-3p,0.028325427,0.073785311,0,0
hsa-miR-499a-5p,5.679248118,6.256994407,11.40102013,12.14919609
hsa-miR-499b-3p,0.070813568,0.088542374,0,0
hsa-miR-499b-5p,0,0,0,0
hsa-miR-5000-3p,1.076366227,0.944451986,2.305824295,1.37538069
hsa-miR-5000-5p,0.396555978,0.501740118,0.512405399,1.146150575
hsa-miR-5001-3p,1.539014868,1.446192103,3.202533744,2.636146322
hsa-miR-5001-5p,0,0.059028249,0.256202699,0.45846023
